"","source","type","author","title","latitude","longitude","location","datetime","date","time","is_RT","is_all","is_mbdata","mentions","is_mention","hashtags","is_hashtag","links","is_link","not_mention","from","group","is_ccdata","is_news","is_official","is_spam","is_interest","is_others","is_all1","to","n"
"28","Part1","mbdata","KronosQuoth","The meaning of life is to find your gift. The purpose of life is to give it away.  #POKRally #HI",NA,NA,NA,"2014-01-23 17:00:55","2014-01-23",17:00:55,0,1,1,"NOT Mentioned",0,"#HI",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"29","Part1","mbdata","rrWine","RT @AbilaPost POK rally set to take place in Abila City Park - POK leader Sylvia Marek has begun with opening remarks #AbilaPost",NA,NA,NA,"2014-01-23 17:01:00","2014-01-23",17:01:00,1,1,1,"AbilaPost",1,"#AbilaPost",1,"NO Link",0,0,5,"News","0","1","0","0","0","0",1,140,242
"30","Part1","mbdata","KronosQuoth","If you're going through hell keep going.  #POKRally #HI",NA,NA,NA,"2014-01-23 17:01:19","2014-01-23",17:01:19,0,1,1,"NOT Mentioned",0,"#POKRally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"31","Part1","mbdata","KronosQuoth","If you're going through hell keep going.  #POKRally #HI",NA,NA,NA,"2014-01-23 17:01:19","2014-01-23",17:01:19,0,1,1,"NOT Mentioned",0,"#HI",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"32","Part1","mbdata","KronosQuoth","You miss 100% of the shots you dont take.  #KronosStar #POKRally",NA,NA,NA,"2014-01-23 17:01:19","2014-01-23",17:01:19,0,1,1,"NOT Mentioned",0,"#KronosStar",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"33","Part1","mbdata","KronosQuoth","You miss 100% of the shots you dont take.  #KronosStar #POKRally",NA,NA,NA,"2014-01-23 17:01:19","2014-01-23",17:01:19,0,1,1,"NOT Mentioned",0,"#POKRally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"34","Part1","mbdata","KronosQuoth","You may only succeed if you desire succeeding; you may only fail if you do not mind failing.  #POKRally #HI",NA,NA,NA,"2014-01-23 17:01:19","2014-01-23",17:01:19,0,1,1,"NOT Mentioned",0,"#POKRally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"35","Part1","mbdata","KronosQuoth","You may only succeed if you desire succeeding; you may only fail if you do not mind failing.  #POKRally #HI",NA,NA,NA,"2014-01-23 17:01:19","2014-01-23",17:01:19,0,1,1,"NOT Mentioned",0,"#HI",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"36","Part1","mbdata","KronosQuoth","I didnt fail the test. I just found 100 ways to do it wrong.  #KronosStar #POKRally",NA,NA,NA,"2014-01-23 17:01:19","2014-01-23",17:01:19,0,1,1,"NOT Mentioned",0,"#KronosStar",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"37","Part1","mbdata","KronosQuoth","I didnt fail the test. I just found 100 ways to do it wrong.  #KronosStar #POKRally",NA,NA,NA,"2014-01-23 17:01:19","2014-01-23",17:01:19,0,1,1,"NOT Mentioned",0,"#POKRally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"38","Part1","mbdata","KronosQuoth","To accomplish great things, we must not only act, but also dream, not only plan, but also believe. #POKRally #HI",NA,NA,NA,"2014-01-23 17:01:50","2014-01-23",17:01:50,0,1,1,"NOT Mentioned",0,"#POKRally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"39","Part1","mbdata","KronosQuoth","To accomplish great things, we must not only act, but also dream, not only plan, but also believe. #POKRally #HI",NA,NA,NA,"2014-01-23 17:01:50","2014-01-23",17:01:50,0,1,1,"NOT Mentioned",0,"#HI",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"40","Part1","mbdata","KronosQuoth","Thinking should become your capital asset, no matter whatever ups and downs you come across in your life.  #POKRally #HI",NA,NA,NA,"2014-01-23 17:01:50","2014-01-23",17:01:50,0,1,1,"NOT Mentioned",0,"#POKRally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"41","Part1","mbdata","KronosQuoth","Thinking should become your capital asset, no matter whatever ups and downs you come across in your life.  #POKRally #HI",NA,NA,NA,"2014-01-23 17:01:50","2014-01-23",17:01:50,0,1,1,"NOT Mentioned",0,"#HI",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"42","Part1","mbdata","KronosQuoth","Don't be afraid to give up the good to go for the great.  #POKRally #HI",NA,NA,NA,"2014-01-23 17:01:50","2014-01-23",17:01:50,0,1,1,"NOT Mentioned",0,"#POKRally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"43","Part1","mbdata","KronosQuoth","Don't be afraid to give up the good to go for the great.  #POKRally #HI",NA,NA,NA,"2014-01-23 17:01:50","2014-01-23",17:01:50,0,1,1,"NOT Mentioned",0,"#HI",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"44","Part1","mbdata","pinky","RT @AbilaPost POK rally set to take place in Abila City Park - POK leader Sylvia Marek has begun with opening remarks #AbilaPost",NA,NA,NA,"2014-01-23 17:02:00","2014-01-23",17:02:00,1,1,1,"AbilaPost",1,"#AbilaPost",1,"NO Link",0,0,5,"News","0","1","0","0","0","0",1,122,242
"45","Part1","mbdata","BlueVelvet","RT @AbilaPost POK rally set to take place in Abila City Park - POK leader Sylvia Marek has begun with opening remarks #AbilaPost",NA,NA,NA,"2014-01-23 17:02:00","2014-01-23",17:02:00,1,1,1,"AbilaPost",1,"#AbilaPost",1,"NO Link",0,0,5,"News","0","1","0","0","0","0",1,14,242
"46","Part1","mbdata","dragonRider1","RT @MindOfKronos Ugh, these POKers are anooying! #POK #gowaway",NA,NA,NA,"2014-01-23 17:02:00","2014-01-23",17:02:00,1,1,1,"MindOfKronos",1,"#POK",1,"NO Link",0,0,106,"Others","0","0","0","0","0","1",1,40,3
"47","Part1","mbdata","dragonRider1","RT @MindOfKronos Ugh, these POKers are anooying! #POK #gowaway",NA,NA,NA,"2014-01-23 17:02:00","2014-01-23",17:02:00,1,1,1,"MindOfKronos",1,"#gowaway",1,"NO Link",0,0,106,"Others","0","0","0","0","0","1",1,40,3
"48","Part1","ccdata","CallCentre","TRAFFIC STOP",NA,NA,"N. Els St / N. Polvo St","2014-01-23 17:02:10","2014-01-23",17:02:10,0,1,0,"CallCentre",0,"NO Hashtag",0,"NO Link",0,0,21,"CallCentre","1","0","0","0","0","0",1,21,195
"49","Part1","mbdata","Clevvah4Evah","Youre the penultimate girlfriend! #POK #Rally #Grammar",NA,NA,NA,"2014-01-23 17:02:21","2014-01-23",17:02:21,0,1,1,"NOT Mentioned",0,"#POK",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,28,4788
"50","Part1","mbdata","Clevvah4Evah","Youre the penultimate girlfriend! #POK #Rally #Grammar",NA,NA,NA,"2014-01-23 17:02:21","2014-01-23",17:02:21,0,1,1,"NOT Mentioned",0,"#Rally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,28,4788
"51","Part1","mbdata","Clevvah4Evah","Youre the penultimate girlfriend! #POK #Rally #Grammar",NA,NA,NA,"2014-01-23 17:02:21","2014-01-23",17:02:21,0,1,1,"NOT Mentioned",0,"#Grammar",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,28,4788
"52","Part1","mbdata","KronosQuoth","I am not a product of my circumstances. I am a product of my decisions.  #KronosStar #POKRally",NA,NA,NA,"2014-01-23 17:02:21","2014-01-23",17:02:21,0,1,1,"NOT Mentioned",0,"#KronosStar",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"53","Part1","mbdata","KronosQuoth","I am not a product of my circumstances. I am a product of my decisions.  #KronosStar #POKRally",NA,NA,NA,"2014-01-23 17:02:21","2014-01-23",17:02:21,0,1,1,"NOT Mentioned",0,"#POKRally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"54","Part1","mbdata","KronosQuoth","Success is...knowing your purpose in life, growing to reach your maximum potential, and sowing seeds that benefit others.  #POKRally #HI",NA,NA,NA,"2014-01-23 17:02:21","2014-01-23",17:02:21,0,1,1,"NOT Mentioned",0,"#POKRally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"55","Part1","mbdata","KronosQuoth","Success is...knowing your purpose in life, growing to reach your maximum potential, and sowing seeds that benefit others.  #POKRally #HI",NA,NA,NA,"2014-01-23 17:02:21","2014-01-23",17:02:21,0,1,1,"NOT Mentioned",0,"#HI",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"56","Part1","mbdata","KronosQuoth","The only person you are destined to become is the person you decide to be.  #KronosStar #POKRally",NA,NA,NA,"2014-01-23 17:02:21","2014-01-23",17:02:21,0,1,1,"NOT Mentioned",0,"#KronosStar",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"57","Part1","mbdata","KronosQuoth","The only person you are destined to become is the person you decide to be.  #KronosStar #POKRally",NA,NA,NA,"2014-01-23 17:02:21","2014-01-23",17:02:21,0,1,1,"NOT Mentioned",0,"#POKRally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"58","Part1","mbdata","POK","POK leader Sylvia Market taking the stage for a warm welcome to the crowd",NA,NA,NA,"2014-01-23 17:02:31","2014-01-23",17:02:31,0,1,1,"NOT Mentioned",0,"NO Hashtag",0,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,124,4788
"59","Part1","mbdata","AbilaPost","Concerns of violence surround POK rally today heavy police presence #AbilaPost",NA,NA,NA,"2014-01-23 17:02:31","2014-01-23",17:02:31,0,1,1,"NOT Mentioned",0,"#AbilaPost",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,5,4788
"60","Part1","mbdata","KronosQuoth","It is never too late to be what you might have been.  #KronosStar #POKRally",NA,NA,NA,"2014-01-23 17:02:46","2014-01-23",17:02:46,0,1,1,"NOT Mentioned",0,"#KronosStar",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"61","Part1","mbdata","KronosQuoth","It is never too late to be what you might have been.  #KronosStar #POKRally",NA,NA,NA,"2014-01-23 17:02:46","2014-01-23",17:02:46,0,1,1,"NOT Mentioned",0,"#POKRally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"62","Part1","mbdata","KronosQuoth","You may have to fight a battle more than once to win it.  #POKRally #HI",NA,NA,NA,"2014-01-23 17:02:46","2014-01-23",17:02:46,0,1,1,"NOT Mentioned",0,"#POKRally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"63","Part1","mbdata","KronosQuoth","You may have to fight a battle more than once to win it.  #POKRally #HI",NA,NA,NA,"2014-01-23 17:02:46","2014-01-23",17:02:46,0,1,1,"NOT Mentioned",0,"#HI",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"64","Part1","mbdata","KronosQuoth","In order to succeed, your desire for success should be greater than your fear of failure.  #KronosStar #POKRally",NA,NA,NA,"2014-01-23 17:02:46","2014-01-23",17:02:46,0,1,1,"NOT Mentioned",0,"#KronosStar",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"65","Part1","mbdata","KronosQuoth","In order to succeed, your desire for success should be greater than your fear of failure.  #KronosStar #POKRally",NA,NA,NA,"2014-01-23 17:02:46","2014-01-23",17:02:46,0,1,1,"NOT Mentioned",0,"#POKRally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"66","Part1","mbdata","KronosQuoth","If you want your children to turn out well, spend twice as much time with them, and half as much money.  #KronosStar #POKRally",NA,NA,NA,"2014-01-23 17:02:46","2014-01-23",17:02:46,0,1,1,"NOT Mentioned",0,"#KronosStar",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"67","Part1","mbdata","KronosQuoth","If you want your children to turn out well, spend twice as much time with them, and half as much money.  #KronosStar #POKRally",NA,NA,NA,"2014-01-23 17:02:46","2014-01-23",17:02:46,0,1,1,"NOT Mentioned",0,"#POKRally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"68","Part1","mbdata","blueSunshine","RT @AbilaPost POK rally set to take place in Abila City Park - POK leader Sylvia Marek has begun with opening remarks #AbilaPost",NA,NA,NA,"2014-01-23 17:03:00","2014-01-23",17:03:00,1,1,1,"AbilaPost",1,"#AbilaPost",1,"NO Link",0,0,5,"News","0","1","0","0","0","0",1,13,242
"69","Part1","mbdata","dtennent","RT @AbilaPost POK rally set to take place in Abila City Park - POK leader Sylvia Marek has begun with opening remarks #AbilaPost",NA,NA,NA,"2014-01-23 17:03:00","2014-01-23",17:03:00,1,1,1,"AbilaPost",1,"#AbilaPost",1,"NO Link",0,0,5,"News","0","1","0","0","0","0",1,41,242
"70","Part1","mbdata","BlueVelvet","RT @AbilaPost POK rally set to take place in Abila City Park - POK leader Sylvia Marek has begun with opening remarks #AbilaPost",NA,NA,NA,"2014-01-23 17:03:00","2014-01-23",17:03:00,1,1,1,"AbilaPost",1,"#AbilaPost",1,"NO Link",0,0,5,"News","0","1","0","0","0","0",1,14,242
"71","Part1","mbdata","KronosQuoth","Its not the years in your life that count. Its the life in your years.  #KronosStar #POKRally",NA,NA,NA,"2014-01-23 17:03:16","2014-01-23",17:03:16,0,1,1,"NOT Mentioned",0,"#KronosStar",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"72","Part1","mbdata","KronosQuoth","Its not the years in your life that count. Its the life in your years.  #KronosStar #POKRally",NA,NA,NA,"2014-01-23 17:03:16","2014-01-23",17:03:16,0,1,1,"NOT Mentioned",0,"#POKRally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"73","Part1","mbdata","KronosQuoth","If you don't value your time, neither will others. Stop giving away your time and talents- start charging for it.  #POKRally #HI",NA,NA,NA,"2014-01-23 17:03:16","2014-01-23",17:03:16,0,1,1,"NOT Mentioned",0,"#POKRally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"74","Part1","mbdata","KronosQuoth","If you don't value your time, neither will others. Stop giving away your time and talents- start charging for it.  #POKRally #HI",NA,NA,NA,"2014-01-23 17:03:16","2014-01-23",17:03:16,0,1,1,"NOT Mentioned",0,"#HI",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"75","Part1","mbdata","klingon4real","RT @AbilaPost Concerns of violence surround POK rally today heavy police presence #AbilaPost",NA,NA,NA,"2014-01-23 17:03:31","2014-01-23",17:03:31,1,1,1,"AbilaPost",1,"#AbilaPost",1,"NO Link",0,0,5,"News","0","1","0","0","0","0",1,84,242
"76","Part1","mbdata","KronosQuoth","If you don't value your time, neither will others. Stop giving away your time and talents- start charging for it.  #POKRally #HI",NA,NA,NA,"2014-01-23 17:03:38","2014-01-23",17:03:38,0,1,1,"NOT Mentioned",0,"#POKRally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"77","Part1","mbdata","KronosQuoth","If you don't value your time, neither will others. Stop giving away your time and talents- start charging for it.  #POKRally #HI",NA,NA,NA,"2014-01-23 17:03:38","2014-01-23",17:03:38,0,1,1,"NOT Mentioned",0,"#HI",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"78","Part1","mbdata","POK","Sylvia Marek is introducing the guests",NA,NA,NA,"2014-01-23 17:03:44","2014-01-23",17:03:44,0,1,1,"NOT Mentioned",0,"NO Hashtag",0,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,124,4788
"79","Part1","mbdata","CentralBulletin","POK rally today in Abila City Park concerns of violence and heavy police presence #Abila #CentralBulletin",NA,NA,NA,"2014-01-23 17:03:44","2014-01-23",17:03:44,0,1,1,"NOT Mentioned",0,"#Abila",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,24,4788
"80","Part1","mbdata","CentralBulletin","POK rally today in Abila City Park concerns of violence and heavy police presence #Abila #CentralBulletin",NA,NA,NA,"2014-01-23 17:03:44","2014-01-23",17:03:44,0,1,1,"NOT Mentioned",0,"#CentralBulletin",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,24,4788
"81","Part1","mbdata","choconibbs","Marek - Terrorist introducing more terrorists #POKRally",NA,NA,NA,"2014-01-23 17:03:44","2014-01-23",17:03:44,0,1,1,"NOT Mentioned",0,"#POKRally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,26,4788
"82","Part1","mbdata","FriendsOfKronos","how long until POK terrorists start destroying the park",NA,NA,NA,"2014-01-23 17:03:44","2014-01-23",17:03:44,0,1,1,"NOT Mentioned",0,"NO Hashtag",0,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,50,4788
"83","Part1","mbdata","sarajane","RT @AbilaPost POK rally set to take place in Abila City Park - POK leader Sylvia Marek has begun with opening remarks #AbilaPost",NA,NA,NA,"2014-01-23 17:04:00","2014-01-23",17:04:00,1,1,1,"AbilaPost",1,"#AbilaPost",1,"NO Link",0,0,5,"News","0","1","0","0","0","0",1,143,242
"84","Part1","mbdata","wiseWords","RT @ourcountryourrights POK rally in the park tonight! #POKrally",NA,NA,NA,"2014-01-23 17:04:00","2014-01-23",17:04:00,1,1,1,"ourcountryourrights",1,"#POKrally",1,"NO Link",0,0,117,"Others","0","0","0","0","0","1",1,175,8
"85","Part1","mbdata","KronosQuoth","The secret of the universe depends on intrinsic timelessness #POKRally #HI",NA,NA,NA,"2014-01-23 17:04:03","2014-01-23",17:04:03,0,1,1,"NOT Mentioned",0,"#POKRally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"86","Part1","mbdata","KronosQuoth","The secret of the universe depends on intrinsic timelessness #POKRally #HI",NA,NA,NA,"2014-01-23 17:04:03","2014-01-23",17:04:03,0,1,1,"NOT Mentioned",0,"#HI",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"87","Part1","mbdata","KronosQuoth","The function of leadership is to produce more leaders, not more followers.  #POKRally #HI",NA,NA,NA,"2014-01-23 17:04:33","2014-01-23",17:04:33,0,1,1,"NOT Mentioned",0,"#POKRally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"88","Part1","mbdata","KronosQuoth","The function of leadership is to produce more leaders, not more followers.  #POKRally #HI",NA,NA,NA,"2014-01-23 17:04:33","2014-01-23",17:04:33,0,1,1,"NOT Mentioned",0,"#HI",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
